1	4049349.3330000006
2	4031274.133
3	3321122.8439999996
4	2492722.3995000003
5	1990989.6543999999
6	1661636.4443333333
7	1421544.6855714286
8	1241772.26675
9	1101958.5186666667
10	990524.9064000001
11	903078.3034545453
12	828156.17825
13	762328.5333846153
14	706450.5904285713
15	663740.7285333334
16	622337.8666875
17	586714.603764706
18	553996.3848888889
19	522803.4809473684
20	494280.58650000003
