1	4128943.9990000003
2	8256903.467
3	12387386.662999999
4	16513862.399
5	20644068.263000004
6	24771445.331
7	28902178.126999997
8	33033812.26
9	37159178.659
10	41283588.265999995
11	45417343.992
12	49547743.98799999
13	53671238.394
14	57800487.45999999
15	61926810.66400001
16	66060136.52099999
17	70191202.118
18	74316083.19
19	78446774.38899998
20	82580003.187
